archiveId,title,missingTownship,missingSubject,missingDonation
WSP03,Washington’s Spring,,Place,
WSP03b,Back of WSP03,,Place,
WSP04,Washington’s Spring,,Place,
WSP04b,Back of WSP04,,Place,
WSP06,Washington’s Spring,,View,
WSP07,Washington’s Spring,,View,
WSP09,Washingtons Spring,,Place,
WSP11,Washingtons Spring,,Place,
WSP12,Washington Spring,,View,
WYF01,General Wayne’s Memorial,,person,
WYI04,Wynburne Inn,,inn,
WYI05,Wynburne Inn,,inn,
WYI07,"Wynburne, Old Lancaster Road",,inn,
WYI1,"Wynburne Inn, Devon",,inn,
WYI12,Lincoln Inn,,inn,
WYI12b,Back of WYI12,,inn,
WYI3,Wynburne Inn,,inn,
WYI6,Wynburne Inn,,inn,
YOF20,"Route 252, New Centerville",,View,
YOF21,Swedesford Road,,View,
YOF22,Valley Forge Music Fair,,View,
YOF23,Yohn Farm,,View,
YOF24,Swedesford Road,,View,
YOF25,Yohn Farm,,View,
YOF26,Yohn Farm,,View,
YOF27,Yohn Farm,,View,
YOF32,Construction of route 202,,View,
YOF33,Construction of route 202,,View,
YOF34,Construction of route 202,,View,
YOF35,Construction of route 202,,View,
YOF36,Construction of route 202,,View,
YOF37,Construction of route 202,,View,
YOF38,Construction of route 202,,View,
YOF39,Construction of route 202,,View,
YOF40,Construction of route 202,,View,
YOF41,Construction of route 202,,View,
YOF42,Construction of route 202,,View,
YOF43,Construction of route 202,,View,
YOF44,Construction of route 202,,View,
YOF45,Construction of route 202,,View,
YOF46,Construction of route 202,,View,
YOF47,Construction of route 202,,View,
YOF48,Construction of route 202,,View,
YOF49,Construction of route 202,,View,
YOF50,Construction of route 202,,View,
YOF51,Construction of route 202,,View,
YSP01,"Iron Spring Gazebo, Yellow Springs Village",,Place,
YSP02,19th Century view of Yellow Springs Village,,Place,
YSP03,"Crystal Diamond Spring, Yellow Springs Village",,Place,
YSP04,Inn at Yellow Springs,,inn,
YSP05,18th Century Medicinal Herb Garden,,Place,
YSR01,New Road off Yellow Springs Road,,Road,
